a,b,c,d,e,f
980,742,-0.914751484293158,foo,1.10619557653915,91
586,117,0.656551896326173,foo,2.01994849359849,92
132,171,-0.466844826705303,bar,0.493845674094217,955
977,97,1.68198712250471,qux,-2.1423397296699,183
185,216,1.17022277266497,bar,-0.370687917676345,282
297,156,0.534023591680222,foo,-0.652503478389267,900
818,923,0.0786650267203717,baz,-0.392755403253571,161
405,517,1.86858043208716,foo,0.369911506127308,755
682,807,-0.978743389276742,baz,1.45380982744553,635
845,766,-0.703361944495688,bar,0.063400976793497,443
255,901,2.19767531786111,foo,-0.303768958759136,670
374,403,-0.180499243991945,bar,-1.12354032608476,437
168,35,1.0592870799488,foo,2.03490372298455,424
678,922,-1.03783547752853,quux,0.423064590517844,740
697,676,-0.0459084032275695,quux,0.437227639013642,333
120,841,1.85241113250615,baz,-1.28537184608046,925
626,719,1.73881944333913,foo,0.0215631995570133,67
411,818,-1.26926950881198,quux,0.692454345944416,692
857,477,-1.51653560609602,bar,1.56860987497833,937
229,299,0.372940761956649,foo,0.511454837046524,796
649,690,-0.373158734279639,qux,1.35314036006084,594
323,455,2.46445682208859,baz,0.858674779616887,191
985,407,0.265773883323746,bar,0.253406750904236,432
28,436,-0.36012423949123,foo,-0.886186583551047,174
448,710,-0.861779823773843,quux,-0.657614316667924,644
913,973,-0.227005508612589,qux,1.80331634675395,568
261,661,0.0619120259870663,baz,0.323938427316344,95
936,732,0.837018373700266,foo,-1.86993267457556,432
783,510,-0.759699848821355,quux,-0.153388720159107,350
347,893,-0.762334448356182,baz,0.492605243611998,778
266,858,-0.0948749944494826,foo,-0.248373314195564,684
46,426,0.855210022805117,quux,-1.29372247939361,172
561,13,-1.40964934152093,qux,-0.445979124218172,502
422,20,-0.327061101224181,baz,2.41403911288409,264
444,434,-1.6246504923341,foo,-0.0427215924480909,294
747,328,0.719794864519692,baz,1.74703596736278,931
247,631,0.583035738893913,qux,-0.275903807290287,189
926,839,-0.568725481163992,quux,-1.37556474054832,653
886,170,-0.318249329327456,quux,0.992341452156882,849
29,969,-0.580267966289289,bar,-0.460042698761021,72
626,629,-0.153155929189703,foo,-1.4075150934662,637
266,717,0.840690792105891,qux,-0.158408560755999,519
591,37,-0.42569848943641,qux,0.325255018885952,397
646,549,-0.707347616819197,foo,0.126771362623638,205
784,848,1.37864174210128,foo,0.598970835180068,811
604,303,0.0319283106185509,quux,1.27557018098303,344
397,75,0.725774145549113,baz,-2.40278942978873,239
435,420,2.15782853658981,quux,-0.51314057997474,529
407,729,1.06961085533873,baz,0.96606320653471,782
721,256,1.23661257591187,foo,-0.863116443207254,878
66,338,0.412473450422538,qux,-0.744404072006412,243
688,783,0.284510152215159,bar,0.671598568877327,24
744,495,-0.269935584554065,bar,-0.919304693104649,984
93,763,1.20034552101743,qux,-0.827701901677204,479
782,481,-0.380148529484472,bar,-1.51058350189121,645
577,317,-0.334479767049059,foo,-2.66112410373406,293
671,465,0.815609204797699,bar,-1.48620603010086,412
333,886,0.870343080590872,bar,0.192202270349677,306
988,580,-0.113765610431741,quux,0.241825307500043,813
307,494,1.63962062756902,qux,-0.498702850774225,306
461,24,1.68946975348571,baz,0.614439366486203,54
874,430,-1.52334998151959,quux,2.03221417538669,656
552,689,0.11550221164651,qux,-0.728950636017057,442
855,428,-2.13658182207525,foo,-0.386805118465963,2
186,849,1.35251199899039,bar,0.773045914088958,488
47,547,0.690933594874649,foo,-0.0570479493839748,248
611,742,0.00862620544072444,baz,-2.25777819961714,322
177,306,-0.0134270361480732,quux,0.0372304542573303,33
986,495,0.460469273293852,foo,-0.80161514954778,565
62,260,-0.921315230539847,quux,1.03044091878614,279
523,584,-1.66687388901915,quux,-0.465117573470407,926
589,414,0.402070920215512,foo,-0.32820651603972,482
579,568,-2.35543948451765,foo,0.264680223529993,658
211,644,-0.956755293113341,bar,0.889389185620485,622
893,989,0.469114280162355,baz,-0.832755548037126,55
744,553,-1.31099955930108,quux,-0.368374296899806,484
555,300,-0.843712275330224,baz,-0.0104069698765079,799
637,284,0.668676406111514,baz,0.91453573659143,948
528,447,-1.79546267505352,foo,0.194725615174187,638
339,897,1.39997546082139,foo,0.482869942759521,534
191,190,0.892250262969893,baz,-0.154993408746124,476
960,759,-0.501003874577511,qux,1.98349160694331,262
796,962,-0.833882228655344,bar,0.257583624037927,839
122,347,-0.554102516539281,quux,0.348015181413161,280
782,36,-0.814368137266327,qux,0.00164357129492539,214
64,404,-0.141667640973305,quux,0.670958911321843,515
835,677,-0.678283441682776,quux,0.373443372372026,922
433,126,-0.69263318893769,quux,-1.65606640115667,40
491,530,-0.426173367575933,baz,-0.502164522379077,785
465,738,-1.3130293035065,baz,-0.300885496351263,633
137,76,0.286730874144939,bar,0.195457039756295,214
464,653,0.202948724617407,baz,2.34358178024596,273
260,199,-0.106141174821496,quux,-1.08347373548176,207
272,232,-0.87914797683609,quux,-1.7148594575366,697
935,654,-0.594190017207365,foo,-2.73663262380918,9
57,196,-1.27083635659777,foo,-0.961472653456947,433
745,966,-0.0566255633459116,quux,-0.0727376393588627,73
747,124,-0.517133246516704,qux,1.22757573799508,698
781,698,-0.159073468175329,foo,-0.460207480515962,251
375,617,-1.86382672932987,qux,-0.238321404203382,302
836,357,-1.21159855488048,qux,2.45808012861933,906
418,864,-0.564207579300202,baz,-0.429524849221431,288
303,963,0.11910083828877,quux,-0.606033496409599,507
970,404,-1.11565374317864,baz,1.38933755337295,406
213,998,-0.212534502645714,qux,1.0384093000955,640
73,590,0.820180780936052,qux,1.29309046603045,80
245,629,-0.423329614150981,baz,0.335997139440564,71
702,216,-0.363128206557331,qux,0.162952848958967,655
967,36,-0.490870899316768,bar,0.438864784916364,860
625,645,-0.0819814977176495,baz,1.15830347912122,139
162,613,-0.881100075508448,baz,-1.56053195950676,642
673,126,1.0543552172545,foo,-1.20542761462099,317
13,534,-1.39181377042004,baz,0.664897171027419,117
428,616,-0.466561038355823,baz,-0.585357939966055,874
43,379,0.933014781089366,foo,-0.360788165387529,431
533,47,0.671140588236541,qux,0.483221793339725,916
103,22,0.0480722730113955,baz,-0.319360439183623,647
919,555,1.3184089763118,baz,1.85532356581852,213
737,48,0.73598840762015,quux,1.06296996852885,41
701,691,0.0418458584453798,quux,-0.672787162933532,996
5,896,-0.322418700557248,baz,1.92122877277304,208
984,50,0.30187050339906,quux,-1.28875204983363,295
385,377,0.663412394099612,quux,-0.804528874590152,220
288,365,-2.24153014881993,baz,-0.842435038239288,397
398,203,1.35138110955397,qux,-1.10341274951284,894
55,331,-0.347899728906602,quux,-1.21797025528997,716
518,478,1.18151506287745,bar,2.04663285146854,429
440,194,0.416025765564133,baz,0.432528366501717,196
332,972,0.349271279818079,quux,-0.0598778573939317,464
842,912,0.106367159899185,foo,-0.948639271140086,690
469,469,-0.901821571213546,qux,-0.673785776098033,277
358,538,1.37448557885641,baz,0.122350582000483,649
155,1,1.35348182314761,quux,-0.147977753324963,394
837,816,1.0496065937055,qux,-1.27731575523272,347
389,134,-0.411786607842555,qux,1.21957818308131,874
896,206,1.48421015786782,qux,-0.0436301490208837,259
265,97,-0.0653380485218363,foo,0.307458450050806,623
366,539,0.740975849845424,baz,-0.0919008011161019,280
524,299,-0.129556656419682,bar,-0.771242751470464,200
858,329,0.535331820996923,foo,-0.148559109070717,74
621,831,-1.37778790777485,baz,-0.611504209353217,647
202,334,-1.17970519443592,qux,0.784997800217936,753
814,881,-1.33138817057266,baz,-0.615625876557775,878
549,170,0.128151123107252,foo,0.508033507914455,607
274,568,-0.88554601585051,quux,0.0251338759941381,194
690,13,-0.400340926550869,quux,1.1896499383455,508
881,537,0.490571796777373,foo,1.77639773396387,948
50,755,-1.37965102834703,qux,0.348117857944103,596
44,456,0.32231754636162,bar,1.6266201003208,148
659,142,0.466587228987892,bar,-0.172003725423389,607
719,342,-1.79508020481313,bar,-0.381384606634563,763
400,719,1.41006692685068,qux,0.93920190351187,648
958,476,-0.581342520491213,baz,-1.76754687829819,397
214,572,0.244969866661255,foo,0.179357236868641,357
348,461,0.662258284684153,bar,0.368875454224607,190
790,986,0.212257335078241,quux,0.0649827892784983,551
876,26,0.476227335408178,qux,-0.257625443210589,817
428,919,1.44087838667908,qux,-0.386434952865696,555
520,482,-0.366272759243488,bar,-0.592380306854628,247
630,639,-0.645077509243228,qux,0.115367758425456,308
497,744,1.01639332823338,bar,-0.354330803802568,796
695,445,0.615238546889304,qux,-0.0749426392158269,329
530,782,-1.81035985735794,foo,-0.00479345003921411,208
927,749,0.449065101900976,baz,0.593265363558328,140
183,98,-0.247374191094857,quux,-1.03630117288804,389
253,737,-0.257630682004447,foo,-0.462096115691344,672
157,43,-0.825219975655295,bar,0.360066705008054,533
486,443,-0.0875383528254759,baz,-2.10581872586188,927
730,10,0.11841754023406,foo,-3.13963380797277,822
448,116,-0.939468779096299,baz,-1.15079357192657,393
117,389,-0.0170246971785657,quux,-1.13589033922046,323
229,375,0.663621863733274,foo,0.0335611076057066,22
312,567,-0.13246404508635,bar,-1.39612006900489,473
222,551,0.354880932067017,quux,-2.02411653339241,581
297,788,0.105621737130841,baz,-0.33841026452621,587
989,309,0.70825036450835,quux,-1.27730736681597,406
230,77,0.949456661067517,quux,0.224676848717884,853
132,824,0.602620039267401,qux,0.635204122366474,760
952,913,1.3976470189963,foo,-0.557287358228646,806
346,195,1.62959920500445,bar,-0.912830715661402,762
17,281,0.960625829284395,bar,-0.75253345762742,109
615,481,-0.943221167193203,qux,-3.85040388156614,344
779,409,-0.321683669907074,foo,-2.23983940278521,421
384,226,-0.0277788679827182,bar,-1.46392696274725,229
423,506,0.705714146321046,foo,1.74029017369893,404
282,4,0.854347671976063,quux,-0.249785771915651,925
722,361,-0.404793454021862,quux,-0.189504465714795,910
861,81,0.820551242140889,qux,-0.837242976504976,80
35,917,-0.084920403668756,quux,-0.0558802719575654,427
542,603,-1.14662557888552,qux,0.835315627466997,436
845,422,0.43392013252299,foo,-0.99110463740347,969
177,758,0.0196818651666123,baz,-1.23838486931106,550
354,824,-0.00407893273802467,quux,-0.361828901077267,185
871,960,1.28905865019568,baz,1.04037932754223,551
482,719,-0.0582633100840633,qux,0.348284184735832,431
277,125,-1.67516155096596,bar,0.059461838097273,727
189,512,-0.296531225086388,baz,1.20891983477875,393
994,633,0.288920209416248,quux,1.03476031078118,963
233,224,-0.0625536041104014,foo,1.18461406260933,215
875,555,-0.29976049523875,baz,0.93379293847795,996
822,178,-0.830431860137648,foo,0.0793587084910618,745
787,57,2.45520991464517,quux,0.402895530512692,906
574,813,-0.0673871288643577,baz,-0.808997626755881,857
882,988,0.479921026073637,bar,-1.49431356114837,734
368,690,-1.12031441888271,qux,0.0596605696193456,367
384,501,0.684538885127715,quux,-0.174676549165071,547
958,988,0.0748658799515163,quux,1.00691561101864,788
143,867,0.537873323943123,baz,0.148769539301673,537
932,531,-0.51008808103361,qux,-0.591389289102325,433
47,620,0.293229750973691,baz,-1.69562374926635,585
110,221,-0.41042639686044,qux,0.0879980482173327,46
784,900,0.640623404032579,baz,1.20502656109976,214
605,216,-0.468409507359069,qux,-1.98084624267123,725
68,158,-0.839320795045614,bar,0.530088232069948,593
812,358,1.01036029353996,foo,-0.0497408077188268,102
677,758,0.647121376529492,foo,-0.267927971179002,700
261,92,-0.411930669374035,qux,0.59878928981709,983
902,30,-0.610556697189994,qux,1.56028453045606,196
465,493,0.380636039437129,foo,1.18747055039672,643
155,766,-0.0035258869878646,qux,-0.782943441409736,700
670,103,-0.0231181733685402,baz,-0.63723633152683,216
687,810,-0.807586522489926,bar,-0.611689531969499,376
291,589,0.159696414126844,foo,0.907208449759717,186
686,387,-0.820768304019193,qux,0.650106230842901,560
809,775,-0.318416393359921,foo,-0.286588661425268,945
51,529,-0.553075281935854,quux,-0.67523234968913,29
916,85,-0.279209917179367,baz,-0.792927829565607,342
496,462,1.13865193846891,quux,2.8262196895627,201
977,430,1.2678580946124,foo,0.634820007044763,436
139,720,-1.80106928966927,baz,0.98094329220779,919
220,513,-0.0625260508445302,baz,-0.276507328289247,108
744,705,-0.56492125049033,bar,-0.613464967737261,968
436,572,-0.0943484412248092,quux,0.0368203504858034,435
946,861,0.127125925081278,quux,-0.186063240225879,36
498,416,-0.544242890459674,qux,0.440058899139847,78
509,325,0.43193477152533,baz,-1.0262212610193,496
862,887,1.08574692314169,qux,0.670478385765791,234
996,194,-0.507286708593451,qux,-1.51989074195797,833
188,82,-0.725548000258056,foo,-1.13951429563945,335
466,923,0.442562091359836,bar,-0.406276456142575,192
139,856,0.830151214593355,qux,-0.620803562157294,70
848,410,-0.676381248657305,bar,-1.70851952961882,689
305,728,-0.0927728115422919,foo,0.308106553624166,257
921,523,0.0677872218624147,quux,-1.3250824792247,583
261,786,-0.750596083587362,qux,0.620691376826945,393
243,884,-0.402799403892885,quux,-0.386369468989616,962
716,175,-0.817069078882353,baz,0.991120751878507,139
171,780,1.16679609657206,baz,-0.202326432932291,568
764,635,0.48907941861512,bar,-0.466600690404644,236
695,404,0.0992197147020926,bar,-1.18468386124282,196
980,842,0.357224821370047,foo,0.677887685364125,624
268,469,0.449141882650752,quux,1.45711894842994,269
74,289,-0.371666324615576,quux,0.358758386213868,810
779,418,1.84068742021093,quux,2.0752167506508,11
275,658,-1.37823792243569,quux,0.986808317919104,233
11,559,0.198775847549672,bar,-0.461790765692951,183
555,969,-1.84215720104459,bar,0.0169852736780399,640
277,711,0.912469081315743,baz,-1.11221953475001,662
917,501,-0.388858498370239,quux,0.326108239547739,307
346,423,-1.26748978586783,bar,-1.64967265966319,404
762,559,-0.776851468426943,quux,1.13538163663106,590
567,565,0.716518778760676,baz,0.144286108715148,526
999,730,0.443573242027247,foo,-0.123802900941675,390
660,923,1.19261106519907,foo,0.26811748422446,813
945,312,1.67487760992802,bar,-2.29449637121509,245
534,429,-1.75013479403526,quux,-0.542226899218397,608
48,429,-0.773183526540802,baz,-0.346491308352388,880
566,450,1.04613781832923,qux,-0.271782963312965,720
801,181,-2.44854948869291,qux,-0.810429626596957,166
631,648,-0.382217708839838,quux,1.00071645692936,780
512,606,0.271437733474943,baz,-2.16875484579626,166
215,470,1.70134792895935,qux,-0.884590427397976,434
152,571,1.01637318480693,foo,-0.664833958213439,263
820,13,-0.479442274376138,bar,-0.433734680895885,953
638,512,0.164500020858562,quux,-0.607604125752718,108
809,33,0.47832143237893,quux,-0.709323007329445,900
513,633,-2.33736657656792,bar,-0.472390372997617,231
659,783,0.0843711156049793,baz,-2.17916514751793,719
997,594,0.119109467705432,quux,-0.0349429651460446,595
810,60,-0.161800230272058,foo,-1.10982155913616,699
431,274,-0.0207809988723063,bar,-0.990701205218987,197
293,982,-1.359798074342,bar,-0.863499986823221,681
86,472,0.158802818966841,foo,-2.96267858762252,435
837,433,-0.431156027987069,quux,-0.158102027517957,609
231,73,-1.00085556794562,qux,-0.988004622102307,741
647,939,0.934779113937419,bar,-0.576500778226968,225
28,904,0.185703241325125,quux,-0.486793427944321,828
197,944,-1.40363381883256,baz,-0.0910901880479135,406
419,650,-0.950484021310587,foo,-1.11126309863742,108
876,659,-0.336681738647445,quux,0.273013648298842,129
843,425,1.23016882140793,quux,-0.543012280117822,566
960,335,-2.16827505888746,foo,-1.98286491409047,487
336,876,-0.918522258384,baz,-0.93426640622152,368
321,651,0.52443694465831,qux,0.55152394884461,274
944,470,-0.279200496665561,bar,-0.549995725991702,231
143,286,-2.04600919915515,foo,-0.911349139530591,489
957,960,-0.0248361470442079,quux,-0.0821272325846685,437
207,770,-0.480549115445772,qux,-1.18211263516891,672
844,742,0.609278254756338,qux,0.631163991341528,586
919,840,1.6093018909272,foo,1.50437739887021,967
395,881,-0.110176151764115,foo,0.486280752797143,877
350,358,-0.184454495796916,foo,2.25021225058443,584
722,871,0.975124550562608,foo,-0.890395413678826,956
736,593,-1.37649072459542,quux,0.231742344768046,852
416,443,-0.208711317890078,foo,0.828396573164852,571
861,305,0.589267932074764,baz,-1.15263694749002,89
726,237,-1.48923857646727,qux,-0.2254328009424,87
710,624,-1.11717976074925,qux,-0.0463667109307875,801
63,414,-0.549227449004104,bar,-1.17699753688251,516
210,503,1.93671284743307,quux,0.668150140325991,260
105,93,1.01509788329864,quux,-1.73960139861859,406
496,633,-0.593619392990197,bar,-0.607369429682602,521
115,219,-0.753727464193388,foo,0.471276133561487,221
270,835,0.0519407879421129,bar,-0.705710360435522,882
242,292,-1.90224730829499,bar,-0.590683713797498,635
405,149,-0.352292950782611,baz,1.05302927376911,273
505,343,-0.0378249927087279,qux,-0.399985828041225,566
801,121,-1.28781490688993,foo,0.863798907695775,884
531,950,-0.131866024370927,baz,0.000224779274173334,252
11,962,0.0692645950317447,quux,-0.10426677832959,141
311,424,0.0979921518990867,quux,0.378789730450921,726
424,916,0.230317485786843,bar,-0.867377350855232,583
567,305,1.27895871837068,quux,0.283224200038451,18
352,243,-1.38244080974746,qux,0.404749861408494,611
407,348,2.00545685011396,baz,-0.569379040626703,303
324,852,1.17876613243662,bar,-0.384173471526371,652
721,79,1.29137933262156,bar,2.15573644861159,6
167,844,0.579326444092555,foo,1.02081475933042,562
167,204,-0.989225140321638,qux,1.18738211918555,719
977,683,-0.144670832534545,qux,0.0919037276260103,549
450,952,-0.149317969189017,baz,-0.570105333556437,727
373,67,-0.698880480951166,quux,-0.312180865590806,887
955,696,-1.33910086603569,foo,-0.297376745185095,714
640,13,-0.852148220647353,qux,-1.15660601539972,733
761,924,-2.23390941702963,quux,-0.660019339288261,413
268,331,0.36082359352349,baz,0.385989229024028,580
204,876,-0.348409888921605,foo,-0.484456986298616,276
356,226,-1.10870614464861,bar,0.212299724747506,95
888,163,-0.113578394074912,qux,0.933211846456168,129
838,198,-0.52571041773971,baz,-0.66624730496876,242
528,401,0.151974690172083,baz,1.80508944756075,278
956,149,-1.72163515080568,baz,0.733375429326015,945
576,267,-0.851974589458525,qux,2.42006358949221,334
882,452,-1.44687080145385,foo,-0.189734928995351,741
264,777,-0.163097409207516,qux,-1.84091567790898,153
231,741,0.266264567040334,baz,0.0281042318036337,155
549,398,-0.622534406138992,foo,-0.0498247240143183,493
744,770,-2.2298356589662,foo,2.24695411335876,693
48,538,-3.33048587057937,bar,-0.382460277091217,274
361,601,0.46837052338354,baz,1.44854079342419,380
552,286,1.11064791182679,quux,0.508386695042574,896
189,555,1.11396806933623,qux,0.603049376335366,899
171,598,-0.340232210262294,baz,0.61183900791045,536
368,885,0.867442491527109,qux,0.858881096117625,917
654,77,1.88783190550854,bar,-0.438745785640646,609
430,516,0.585475011630234,quux,-0.0331355416269944,12
325,265,-0.929803974102806,quux,-0.729030683021447,220
141,677,0.314160747008216,foo,0.232507172329223,92
461,233,-0.907602393920402,quux,0.776960371143109,928
841,277,2.10856088997945,baz,-0.00297393829256432,321
835,812,-1.52174082058875,quux,0.728903811865595,625
840,733,-1.46324945113572,foo,0.196819372490532,469
904,660,-1.34054667691212,qux,0.822368622883488,483
925,26,-0.203994104665295,qux,-0.263674196922413,767
754,204,-0.311628573742046,qux,2.00389288582768,816
833,57,-1.63343440231205,quux,-1.5454240037737,403
346,276,-0.274118225378961,qux,-0.160984475814184,3
741,743,1.31623879632654,quux,-1.62823468241947,561
329,583,1.46760060605113,quux,0.366301838639418,672
15,639,1.39750869555084,quux,0.119893088565106,773
873,459,-0.0935952546051877,qux,1.94974001582196,156
37,316,1.31419887205036,quux,1.39683798321463,795
582,57,-0.72247826148205,qux,-1.33961352108425,628
767,491,2.35120945561652,qux,-1.36180388143326,800
135,185,-0.207827472034625,qux,-1.03104671922815,830
749,259,0.520504060387123,baz,0.713045409739488,690
91,474,0.232450048104734,quux,1.00613386808513,589
929,622,-0.244394901955469,quux,-0.528750234443879,752
959,727,0.937234978222543,quux,0.597236330599654,169
167,851,-1.43295455071003,quux,-2.08768037211608,261
514,427,0.173716384442202,quux,0.871269741672515,727
82,342,-0.984562285311742,qux,-0.299573473410513,567
163,452,0.396762380557545,qux,-1.3791233399865,749
989,949,1.63389495187145,bar,0.987799628346186,119
36,401,2.06377495742184,qux,-0.560122731364196,369
377,170,-1.01779136827859,bar,0.527594074643913,620
738,575,-2.18031967538167,bar,0.799054250293804,918
53,684,0.342588724128828,bar,-1.09965954762221,558
605,238,0.201051884113381,qux,-0.976810861857837,26
240,904,1.72634267246928,bar,-0.255739290589241,332
483,425,0.0780522440265989,qux,0.19967980845525,261
851,770,-0.672747669456533,baz,-1.14260744283179,98
512,648,-1.2087472886683,bar,0.313260877821935,648
247,516,1.63764675212667,foo,0.948379119459463,236
53,955,-0.263202617756555,bar,-0.190826782400941,991
728,30,0.154179433926287,quux,0.814866531989942,246
291,115,-0.642574717891612,qux,-0.578126560028302,736
794,91,-1.751314079983,foo,-3.84669502142802,920
726,419,-1.06477771872187,foo,0.00325276620958133,851
543,238,-1.00502672852552,baz,-0.790217095568196,248
895,462,-0.60214858642006,baz,0.914108582218841,997
737,365,-0.993832180994541,qux,-1.19630668760888,860
729,81,-0.892627190000559,qux,1.10164744843321,318
260,855,-0.523855776369801,foo,-0.565351097434571,424
643,779,-0.542768900111606,baz,0.953118421165551,944
572,188,0.15029647685405,bar,-1.1427922564271,703
664,771,1.43523580378148,quux,0.552416720941605,9
275,841,-0.831247446548915,quux,-0.306723781163029,139
992,927,-0.662639675261394,qux,-1.64924691733642,976
94,445,0.130048632676174,qux,1.24292920086964,616
483,486,-0.411180065983981,bar,0.85499783898071,763
446,564,-0.0569764338517632,quux,1.30308295178555,725
887,544,0.216769909265266,qux,-1.13891893697893,99
200,217,0.363290441539452,foo,-1.70893388790416,360
6,424,-0.522136018808736,baz,-1.77059445798903,79
997,438,-0.297459009080078,bar,2.0154349688094,336
899,125,-0.847658220124154,quux,0.00147507279394964,397
643,420,-0.521558713779707,qux,-0.681561570980968,964
981,363,-0.176743814551575,baz,-0.0730428896209185,631
999,633,0.287116990825049,bar,-0.436774672906416,988
736,75,0.247216218809501,baz,-1.69193956566458,574
873,233,-0.0622467445853442,quux,1.39209061974793,906
607,480,-0.00622358925631154,baz,-0.303755826473809,502
395,452,0.723143902816344,bar,-0.0236694473529828,199
192,380,-0.859464148700558,quux,-1.44008416191923,635
649,146,0.59675769648024,foo,0.392306690178413,586
595,177,0.21470662800952,qux,-0.119354392412953,420
237,646,-1.99294354979142,quux,1.21218326320725,929
943,418,-0.257189869901224,foo,0.402763648398757,831
717,464,1.96373544096918,quux,1.98549345852517,133
291,485,0.567198538098252,bar,-0.50083695999903,613
154,182,-1.23925183136082,qux,-0.83930746242768,175
354,144,-1.04158125154003,foo,1.250151145223,434
253,708,-0.24381015781789,qux,-1.14347892997557,624
399,110,-1.19719825632396,foo,0.251017195112612,492
530,308,-0.707068656310275,quux,-1.43335413843028,36
705,549,1.37421696222638,qux,1.36754025869044,764
280,328,-0.419109262079585,baz,1.41400793576411,843
525,76,1.27225351955513,quux,0.531632941698971,837
603,659,0.280845630806238,quux,2.45660469634146,226
859,410,0.919124318718507,bar,1.31458611682851,952
655,783,-1.04648634362373,qux,1.04579324793474,145
803,168,-0.218777121167828,qux,-1.36868022017766,224
453,620,-0.00798504225736062,qux,-2.34766949800664,581
909,237,-1.372534255328,qux,0.775067215493936,73
878,169,0.15389470484176,foo,-1.0231519981468,524
217,883,-1.26832813614943,quux,-0.854792499536499,835
499,645,1.61709102011685,foo,-0.194756197261598,208
559,130,0.205300810985632,foo,-0.626768227023803,217
441,325,0.855754400270554,quux,-1.4801908213084,565
123,469,-0.0405982752050828,foo,1.12424860482296,536
760,756,-1.06624663690175,bar,-1.13422481010807,768
433,869,0.560442691550418,baz,0.203021885534162,635
324,652,-0.577760584509233,bar,1.61895033319693,28
504,563,1.39866391328471,quux,-0.546353646381871,919
881,102,0.563268383529195,qux,0.243794593763798,858
280,104,-0.320672768286753,quux,0.0426365728705541,440
196,851,1.017615515941,baz,1.17715624911731,153
713,783,0.165877049537759,foo,0.721356488010574,748
210,136,-1.34977120429349,foo,0.44784156166459,776
538,653,-0.175410614276386,bar,0.0824686315404247,582
770,913,0.467218356423701,foo,-0.1451448161981,485
446,604,0.0300799267848292,bar,0.387332877946843,876
713,873,-0.319441502468053,quux,0.141173803915219,263
960,860,-1.98426676498183,quux,-0.176686307103929,466
105,5,-0.860933243103068,bar,-0.117622524460961,567
88,522,-1.0948569243919,bar,-1.53892200799059,667
470,240,1.14418520141709,baz,-0.877243600367855,594
181,969,0.892250062739522,quux,-1.78437822306366,87
382,284,-1.28905582669188,foo,-0.33758693213746,934
117,586,-1.14937901633417,bar,0.603172122933013,192
546,624,-0.921330060389952,bar,0.032151738275252,834
264,610,1.5681707737476,foo,0.724772010188555,565
1000,572,1.00599097767558,bar,1.88666150546753,458
812,985,-0.792235921201944,foo,0.125797418430071,26
504,375,1.73483897722364,baz,0.434308745911225,634
499,919,-0.94565028650624,foo,0.283511275312023,82
609,272,0.12499937759733,qux,0.0854567186337765,510
557,488,0.286900974838803,foo,-1.05667649888075,325
965,12,-1.00361817260078,baz,0.12458619330612,324
18,803,0.591688816528687,quux,-0.546640714042926,238
559,867,-0.633751222711096,foo,1.06485314663649,228
293,777,1.74870183491728,baz,-0.510736266530242,573
627,439,-0.536615476573455,quux,-0.880610620074467,954
123,294,1.2943004131301,bar,-0.573420921110369,946
142,974,-0.626706526513067,bar,-0.710518177114738,931
398,596,0.94724981684597,foo,1.24702704775239,999
607,902,0.237039201781908,baz,0.131678141778496,720
225,779,0.0581086797214764,foo,-0.63896494766542,980
840,743,0.335292996700787,bar,-2.04800444748978,864
